BARRIO,CLIENTE,MNT TRX,PORCENTAJE POR CLIENTE
San Vicente,2.10E+18,56658822,0
San Vicente,6.34E+18,56658822,0
San Vicente,-2.65E+18,56658822,0
San Vicente,-8.62E+17,56658822,0
San Vicente,5.94E+18,56658822,0
San Vicente,-2.90E+18,56658822,0
San Vicente,4.03E+18,56658822,0
San Vicente,5.80E+18,56658822,0
Santa Mónica Residencial,3.84E+18,56657733,0
Chipichape,4.28E+18,56657105,0
Chipichape,-7.37E+18,56656555,0
Santa Mónica Residencial,6.34E+18,56655643,0
Santa Mónica Residencial,2.16E+18,56655643,0
Santa Mónica Residencial,8.13E+18,56654543,0
Urbanización San Juaquín,-2.65E+18,56654470,0
San Vicente,-9.73E+17,56652805,0
Santa Mónica Residencial,-3.76E+18,56652332,0
Santa Mónica Residencial,3.58E+18,56651100,0
Santa Mónica Residencial,-4.05E+18,56651100,0
Santa Mónica Residencial,2.67E+17,56650423.5,0
Santa Mónica Residencial,-3.61E+18,56650423.5,0
Santa Mónica Residencial,1.96E+18,56650423.5,0
Chipichape,6.02E+18,56650020,0
San Vicente,2.82E+18,56645391,0
Chipichape,8.91E+18,56644445,0
Chipichape,-5.82E+18,56644445,0
Chipichape,7.77E+18,56644445,0
Chipichape,7.82E+18,56644445,0
Urbanización San Juaquín,3.32E+18,56643720,0
Santa Mónica Residencial,-1.71E+18,56642311,0
Urbanización San Juaquín,-1.39E+18,56640650,0
Santa Rosa,5.79E+18,56636321.5,0
Santa Rosa,8.18E+18,56636321.5,0
Santa Rosa,-3.88E+18,56636321.5,0
Santa Rosa,-4.76E+18,56636321.5,0
Santa Rosa,-8.38E+18,56636321.5,0
Santa Rosa,5.31E+18,56636321.5,0
Santa Rosa,-7.51E+17,56636321.5,0
Santa Rosa,7.45E+18,56636321.5,0
Santa Rosa,-5.93E+18,56636321.5,0
Santa Rosa,-5.04E+18,56636321.5,0
Santa Rosa,6.14E+18,56636321.5,0
Santa Rosa,-8.62E+17,56636321.5,0
Santa Rosa,-5.60E+18,56636321.5,0
Santa Rosa,2.75E+18,56636321.5,0
Chipichape,-9.56E+17,56635385,0
San Vicente,-7.64E+18,56634820,0
San Vicente,-8.14E+18,56634820,0
San Vicente,-1.65E+18,56634820,0
San Vicente,7.42E+18,56634820,0
San Vicente,-5.93E+18,56634820,0
San Vicente,-3.90E+18,56634820,0
San Vicente,4.60E+18,56634820,0
Urbanización San Juaquín,2.65E+18,56632915,0
Urbanización San Juaquín,2.83E+18,56631680,0
San Vicente,4.51E+18,56628924,0
San Vicente,-3.81E+18,56628924,0
San Vicente,7.07E+18,56628379.5,0
San Vicente,-6.45E+18,56628379.5,0
Chipichape,1.67E+18,56625705,0
Urbanización San Juaquín,1.54E+18,56624480,0
Chipichape,3.73E+18,56621165,0
Chipichape,-4.03E+18,56618630,0
Chipichape,-2.43E+18,56617105,0
Urbanización San Juaquín,2.21E+17,56616745,0
Camino Real-Joaquín Borrero,-5.02E+18,56614855,0
Chipichape,-8.80E+18,56613045,0
Chipichape,8.45E+18,56613045,0
Chipichape,5.88E+18,56613045,0
Chipichape,-7.79E+18,56613045,0
Chipichape,-3.75E+18,56613045,0
Chipichape,-7.87E+18,56613045,0
Chipichape,1.80E+18,56613045,0
Chipichape,5.18E+18,56613045,0
Chipichape,2.04E+17,56613045,0
Chipichape,8.51E+18,56613045,0
Chipichape,-7.09E+18,56613045,0
Chipichape,3.36E+18,56613045,0
Chipichape,-5.74E+18,56613045,0
Chipichape,-3.38E+18,56613045,0
Chipichape,-8.12E+18,56613045,0
Urbanización San Juaquín,-7.54E+18,56604455,0
Urbanización San Juaquín,-8.41E+18,56603175,0
Urbanización San Juaquín,7.28E+18,56596945,0
Urbanización San Juaquín,-9.09E+18,56592855,0
Urbanización San Juaquín,-4.17E+18,56592845,0
Urbanización San Juaquín,4.83E+18,56585915,0
Urbanización San Juaquín,8.41E+18,56583810,0
Urbanización San Juaquín,4.74E+18,56579670,0
Urbanización San Juaquín,7.18E+17,56577605,0
Urbanización San Juaquín,5.93E+18,56577445,0
Urbanización San Juaquín,7.40E+18,56576645,0
Urbanización San Juaquín,2.04E+18,56576645,0
Urbanización San Juaquín,8.79E+18,56571985,0
Urbanización San Juaquín,7.83E+18,56571955,0
Urbanización San Juaquín,-1.35E+18,56568905,0
Urbanización San Juaquín,-9.18E+18,56568905,0
Urbanización San Juaquín,-1.57E+18,56568905,0
Urbanización San Juaquín,-5.04E+18,56567395,0
Urbanización San Juaquín,-7.55E+18,56565880,0
Urbanización San Juaquín,9.07E+18,56565880,0
Urbanización San Juaquín,4.63E+18,56565875,0
Urbanización San Juaquín,-4.86E+18,56565565,0
Urbanización San Juaquín,1.71E+18,56559665,0
Urbanización San Juaquín,-4.63E+18,56559665,0
Urbanización San Juaquín,3.69E+18,56558125,0
Urbanización San Juaquín,3.08E+18,56556610,0
Urbanización San Juaquín,-4.30E+18,56553685,0
Urbanización San Juaquín,7.82E+18,56549525,0
Urbanización San Juaquín,-8.82E+18,56547345,0
Urbanización San Juaquín,3.11E+18,56547345,0
Urbanización San Juaquín,-1.40E+18,56547345,0
Urbanización San Juaquín,-1.79E+18,56547345,0
Urbanización San Juaquín,-6.95E+18,56547345,0
Urbanización San Juaquín,5.41E+18,56547345,0
Urbanización San Juaquín,9.10E+18,56545015,0
Urbanización San Juaquín,4.12E+18,56545015,0
Nueva Tequendama,-1.74E+18,56544980,0
Nueva Tequendama,-2.56E+18,56544980,0
Nueva Tequendama,8.27E+18,56544980,0
Nueva Tequendama,-7.50E+18,56544980,0
Nueva Tequendama,-6.42E+18,56544980,0
Urbanización San Juaquín,1.74E+18,56543475,0
Urbanización San Juaquín,-4.50E+18,56543475,0
Urbanización Militar,-5.58E+18,56542605,0
Urbanización San Juaquín,-6.87E+18,56541965,0
Urbanización San Juaquín,6.34E+18,56541965,0
Urbanización San Juaquín,2.58E+18,56541965,0
Urbanización San Juaquín,-1.65E+18,56541965,0
Urbanización San Juaquín,9.11E+18,56541960,0
Urbanización San Juaquín,6.27E+18,56541960,0
Urbanización San Juaquín,5.21E+17,56541960,0
Urbanización San Juaquín,-8.06E+18,56541960,0
Urbanización San Juaquín,5.25E+18,56541960,0
Urbanización San Juaquín,-8.13E+18,56541960,0
Urbanización Militar,-9.11E+18,56540225,0
Urbanización San Juaquín,-6.27E+18,56535720,0
Unión de Vivienda Popular,-8.85E+18,56533465,0
Unión de Vivienda Popular,4.40E+18,56533465,0
Unión de Vivienda Popular,-5.98E+18,56533465,0
Unión de Vivienda Popular,3.76E+16,56533465,0
Unión de Vivienda Popular,-3.03E+18,56533465,0
Unión de Vivienda Popular,-6.91E+18,56533465,0
Urbanización San Juaquín,3.39E+18,56532695,0
Urbanización San Juaquín,-8.19E+18,56532695,0
Urbanización San Juaquín,-2.66E+18,56532695,0
Urbanización San Juaquín,6.13E+18,56532695,0
Urbanización San Juaquín,-7.66E+18,56532695,0
Urbanización San Juaquín,4.37E+18,56532695,0
Urbanización San Juaquín,-8.70E+18,56532695,0
Urbanización San Juaquín,1.68E+18,56532695,0
Urbanización San Juaquín,7.85E+18,56529925,0
Urbanización San Juaquín,2.15E+18,56529925,0
Urbanización San Juaquín,8.68E+18,56521070,0
Urbanización San Juaquín,-4.22E+18,56521070,0
Urbanización San Juaquín,8.13E+18,56518045,0
Urbanización San Juaquín,6.56E+18,56518045,0
Urbanización San Juaquín,2.84E+18,56518045,0
Urbanización San Juaquín,-5.04E+18,56518045,0
Urbanización San Juaquín,5.18E+18,56518045,0
Urbanización San Juaquín,-7.13E+18,56518045,0
Urbanización San Juaquín,3.33E+18,56518045,0
Urbanización San Juaquín,-5.68E+17,56518045,0
Urbanización San Juaquín,6.29E+18,56518045,0
Urbanización San Juaquín,7.95E+18,56518045,0
Urbanización San Juaquín,2.99E+18,56518045,0
Urbanización San Juaquín,7.18E+18,56518045,0
Urbanización San Juaquín,7.99E+18,56518045,0
Urbanización San Juaquín,-3.10E+18,56518045,0
Urbanización San Juaquín,6.13E+18,56518045,0
Urbanización San Juaquín,3.83E+18,56518045,0
Urbanización San Juaquín,1.89E+18,56518045,0
Urbanización San Juaquín,-7.54E+18,56518045,0
Urbanización San Juaquín,-1.69E+18,56518045,0
Urbanización San Juaquín,-9.13E+18,56518045,0
Urbanización San Juaquín,-2.04E+18,56518045,0
Urbanización San Juaquín,-6.18E+18,56518045,0
Urbanización San Juaquín,-6.68E+18,56518045,0
Urbanización San Juaquín,5.69E+18,56518045,0
Urbanización San Juaquín,-9.19E+18,56518045,0
Urbanización San Juaquín,-6.36E+18,56518045,0
Urbanización San Juaquín,2.69E+18,56518045,0
Urbanización San Juaquín,-3.94E+18,56518045,0
Urbanización San Juaquín,6.48E+18,56518045,0
Urbanización San Juaquín,-7.60E+18,56518045,0
Urbanización San Juaquín,5.59E+18,56518045,0
Urbanización San Juaquín,-7.12E+17,56518045,0
Urbanización San Juaquín,4.38E+18,56518045,0
Urbanización San Juaquín,8.11E+18,56518045,0
Urbanización San Juaquín,-7.86E+18,56518045,0
Urbanización San Juaquín,-6.43E+16,56518045,0
Urbanización San Juaquín,8.21E+18,56518045,0
Urbanización San Juaquín,-4.96E+18,56518045,0
Urbanización San Juaquín,-3.48E+18,56518045,0
Urbanización San Juaquín,-2.39E+18,56518045,0
Urbanización San Juaquín,-1.42E+18,56518045,0
Urbanización San Juaquín,-6.79E+18,56518045,0
Urbanización San Juaquín,-5.35E+18,56518045,0
Urbanización San Juaquín,2.82E+18,56518045,0
Urbanización San Juaquín,2.78E+18,56518045,0
Urbanización San Juaquín,-1.29E+18,56518045,0
Urbanización San Juaquín,1.56E+18,56518045,0
Urbanización San Juaquín,2.36E+18,56518045,0
Urbanización San Juaquín,-6.80E+18,56518045,0
Urbanización San Juaquín,6.12E+18,56518045,0
Urbanización San Juaquín,-2.83E+18,56518045,0
Urbanización San Juaquín,-3.77E+18,56518045,0
Urbanización San Juaquín,-2.12E+18,56518045,0
Urbanización San Juaquín,-1.44E+18,56518045,0
Urbanización San Juaquín,-6.16E+17,56518045,0
Urbanización San Juaquín,-4.58E+18,56518045,0
Urbanización San Juaquín,-7.02E+18,56518045,0
Urbanización San Juaquín,-8.11E+18,56518045,0
Urbanización San Juaquín,2.33E+18,56518045,0
Urbanización San Juaquín,-2.67E+18,56518045,0
Urbanización San Juaquín,5.54E+18,56518045,0
Urbanización San Juaquín,8.85E+18,56518045,0
Urbanización San Juaquín,3.27E+18,56518045,0
Urbanización San Juaquín,-5.02E+17,56518045,0
Urbanización San Juaquín,3.72E+18,56518045,0
Urbanización San Juaquín,-1.98E+18,56518045,0
Urbanización San Juaquín,-3.23E+18,56518045,0
Urbanización San Juaquín,-3.96E+18,56518045,0
Urbanización San Juaquín,1.59E+18,56518045,0
Urbanización San Juaquín,6.39E+18,56518045,0
Urbanización San Juaquín,1.29E+18,56518045,0
Urbanización San Juaquín,7.49E+18,56518045,0
Urbanización San Juaquín,8.56E+18,56518045,0
Urbanización San Juaquín,-6.50E+18,56518045,0
Urbanización San Juaquín,6.61E+18,56518045,0
Urbanización San Juaquín,8.85E+17,56518045,0
Urbanización San Juaquín,-3.35E+18,56518045,0
Urbanización San Juaquín,-3.07E+17,56518045,0
Urbanización Militar,-3.04E+18,56515105,0
Jorge Isaacs,-8.09E+18,56497420,0
Chipichape,-2.19E+18,56496620,0
Parcelaciones Pance,-6.12E+18,56459395,0
Fepicol,-6.11E+18,56402630,0
Fepicol,-2.13E+18,56402630,0
Fepicol,6.74E+18,56402630,0
Fepicol,4.11E+18,56402630,0
Saavedra Galindo,-6.76E+17,56395945,0
Saavedra Galindo,-2.53E+17,56395945,0
Saavedra Galindo,-7.42E+18,56395945,0
Saavedra Galindo,4.45E+18,56395945,0
Saavedra Galindo,1.46E+18,56395945,0
Saavedra Galindo,7.74E+18,56395945,0
Saavedra Galindo,-2.67E+18,56395945,0
Saavedra Galindo,-2.24E+17,56395945,0
Saavedra Galindo,8.48E+18,56395945,0
Saavedra Galindo,6.15E+18,56395945,0
Saavedra Galindo,-3.58E+18,56395945,0
Saavedra Galindo,-5.64E+18,56395945,0
Saavedra Galindo,7.74E+18,56395945,0
Saavedra Galindo,-7.60E+18,56395945,0
Saavedra Galindo,8.56E+18,56395945,0
Saavedra Galindo,-8.61E+18,56395945,0
Saavedra Galindo,2.16E+18,56395945,0
Saavedra Galindo,-3.10E+18,56395945,0
Saavedra Galindo,-5.77E+18,56395945,0
Saavedra Galindo,-5.79E+18,56395945,0
Saavedra Galindo,-5.10E+18,56395945,0
Saavedra Galindo,-2.78E+18,56395945,0
Saavedra Galindo,3.88E+18,56395945,0
Saavedra Galindo,8.41E+18,56395945,0
Saavedra Galindo,6.37E+18,56395945,0
Saavedra Galindo,4.87E+17,56395945,0
Saavedra Galindo,5.47E+18,56395945,0
Saavedra Galindo,7.93E+18,56395945,0
Saavedra Galindo,4.27E+18,56395945,0
Saavedra Galindo,3.45E+18,56395945,0
Saavedra Galindo,5.74E+18,56395945,0
Saavedra Galindo,-6.79E+18,56395945,0
Saavedra Galindo,-1.10E+17,56395945,0
Saavedra Galindo,-2.59E+18,56395945,0
Saavedra Galindo,-8.06E+18,56395945,0
Saavedra Galindo,-6.32E+18,56395945,0
Saavedra Galindo,2.39E+18,56395945,0
Saavedra Galindo,-1.65E+18,56395945,0
Saavedra Galindo,7.93E+17,56395945,0
Saavedra Galindo,-4.40E+17,56395945,0
Urbanización Tequendama,5.33E+18,56392805,0
Urbanización Tequendama,2.55E+18,56392805,0
Urbanización Tequendama,-5.76E+17,56392805,0
San Cristobal,6.86E+18,56389055,0
San Cristobal,1.26E+18,56389055,0
Urbanización San Juaquín,-7.09E+18,56362805,0
Chipichape,4.56E+18,56362285,0
Chipichape,7.02E+17,56362285,0
Chipichape,8.90E+18,56362285,0
Nueva Tequendama,-7.85E+18,56291125,0
Nueva Tequendama,6.78E+18,56291125,0
Urbanización San Juaquín,-8.92E+18,56291045,0
Nueva Tequendama,-5.46E+18,56279700,0
Nueva Tequendama,-3.91E+18,56279700,0
Nueva Tequendama,2.65E+18,56279700,0
Porvenir,5.29E+17,56242860,0
Urbanización Ciudad Jardín,-3.26E+18,56233705,0
Granada,-7.34E+18,56211260,0
Granada,8.68E+18,56211260,0
Urbanización Ciudad Jardín,4.56E+18,56206600,0
Urbanización Ciudad Jardín,-8.71E+18,56206600,0
Urbanización Ciudad Jardín,1.05E+18,56206600,0
Urbanización Ciudad Jardín,-1.39E+18,56206600,0
Urbanización Ciudad Jardín,8.14E+18,56206600,0
Urbanización Ciudad Jardín,1.74E+17,56206600,0
Urbanización Ciudad Jardín,5.07E+18,56206600,0
Urbanización Ciudad Jardín,8.48E+18,56206600,0
Urbanización Ciudad Jardín,-3.42E+17,56206600,0
Urbanización Ciudad Jardín,-4.75E+18,56206600,0
Urbanización Ciudad Jardín,4.18E+18,56206600,0
Villa del Prado-El Guabito,1.16E+18,56164745,0
Santa Elena,-1.08E+18,56156695,0
Ciudad Córdoba,3.41E+18,56151365,0
Ciudad Córdoba,-1.91E+18,56151365,0
Juanambu,-7.13E+18,56144445,0
Juanambu,-6.71E+18,56144445,0
Juanambu,4.28E+18,56144445,0
Juanambu,-2.97E+18,56144445,0
José Manuel Marroquin I,-4.76E+18,56132500,0
El Calvario,3.85E+17,56122660,0
José Manuel Marroquin I,3.41E+18,56105085,0
José Manuel Marroquin I,-4.00E+18,56105085,0
José Manuel Marroquin I,-2.89E+18,56105085,0
El Calvario,7.57E+18,56104720,0
El Calvario,-6.43E+18,56104720,0
El Calvario,1.94E+18,56104720,0
El Calvario,-5.88E+18,56104720,0
El Calvario,-9.13E+18,56104720,0
San Antonio,-1.31E+18,56103440,0
San Antonio,-8.48E+18,56103440,0
Menga,-9.61E+17,56094610,0
Menga,-5.07E+18,56094610,0
El Prado,-2.59E+18,56073615,0
El Prado,7.69E+18,56073615,0
El Prado,9.12E+18,56073615,0
El Prado,-4.67E+18,56073615,0
El Prado,9.03E+18,56073615,0
El Prado,8.78E+18,56073615,0
El Prado,2.82E+18,56073615,0
Normandía,-1.63E+18,56068665,0
Normandía,-3.15E+18,56068665,0
El Calvario,1.59E+18,56002955,0
Charco Azul,-2.39E+18,55976550,0
Charco Azul,8.44E+18,55976550,0
Charco Azul,8.49E+18,55976550,0
Charco Azul,-6.14E+18,55976550,0
Charco Azul,8.98E+18,55976550,0
Charco Azul,7.38E+18,55976550,0
Charco Azul,-7.72E+18,55976550,0
Charco Azul,5.85E+18,55976550,0
Charco Azul,-4.90E+18,55976550,0
Charco Azul,-5.95E+18,55976550,0
Quintas de Don Simón,4.16E+18,55973135,0
El Calvario,3.92E+17,55968055,0
Colseguros Andes,3.89E+18,55949775,0
Urbanización Militar,4.58E+18,55945000,0
El Calvario,-7.65E+18,55942880,0
Siete de Agosto,4.75E+18,55938810,0
El Calvario,1.97E+18,55931195,0
El Calvario,9.20E+18,55926590,0
El Calvario,-1.30E+18,55924610,0
El Calvario,2.29E+18,55919510,0
Colseguros Andes,-7.64E+18,55916790,0
El Rodeo,7.30E+18,55912045,0
El Calvario,-1.44E+18,55907825,0
El Calvario,8.64E+18,55896140,0
El Calvario,2.93E+18,55896140,0
Colseguros Andes,-5.23E+18,55894800,0
Colseguros Andes,8.90E+18,55894800,0
Esmeralda,-6.91E+18,55891290,0
Colseguros Andes,4.33E+18,55883805,0
Colseguros Andes,-4.10E+18,55872810,0
Colseguros Andes,9.19E+18,55872810,0
Colseguros Andes,-7.67E+18,55872810,0
Colseguros Andes,-6.89E+18,55872810,0
Colseguros Andes,-1.79E+18,55872810,0
Colseguros Andes,-2.29E+18,55872810,0
Colseguros Andes,-5.81E+16,55872810,0
Colseguros Andes,-5.62E+18,55872810,0
Colseguros Andes,8.34E+18,55872810,0
Colseguros Andes,1.51E+18,55872810,0
Colseguros Andes,2.24E+18,55872810,0
El Calvario,5.58E+18,55872770,0
El Calvario,3.76E+18,55872770,0
El Calvario,8.53E+18,55872770,0
El Calvario,3.48E+18,55872770,0
El Calvario,7.72E+18,55872770,0
El Calvario,-4.47E+18,55872770,0
El Calvario,-7.93E+17,55872770,0
El Calvario,6.11E+18,55872770,0
Sucre,-2.62E+18,55850535,0
El Lido,-5.52E+18,55844930,0
Belalcazar,4.15E+18,55795095,0
Unión de Vivienda Popular,6.22E+18,55760980,0
Unión de Vivienda Popular,-9.10E+18,55760980,0
Unión de Vivienda Popular,-2.89E+18,55760980,0
Unión de Vivienda Popular,3.04E+18,55760980,0
Unión de Vivienda Popular,7.02E+18,55760980,0
Unión de Vivienda Popular,1.84E+17,55760980,0
Unión de Vivienda Popular,4.11E+18,55760980,0
Unión de Vivienda Popular,-4.99E+18,55760980,0
Unión de Vivienda Popular,2.63E+18,55760980,0
Unión de Vivienda Popular,9.57E+17,55760980,0
Unión de Vivienda Popular,1.90E+18,55760980,0
Unión de Vivienda Popular,6.55E+18,55760980,0
Unión de Vivienda Popular,8.10E+18,55760980,0
3 de Julio,7.58E+18,55744485,0
Camino Real-Los Fundadores,-4.61E+18,55727695,0
Granada,7.67E+18,55707895,0
Fátima,-8.46E+18,55701085,0
Fátima,-3.82E+18,55701085,0
San Juan Bosco,3.16E+18,55676205,0
San Juan Bosco,3.95E+18,55676205,0
San Juan Bosco,4.02E+18,55676205,0
San Juan Bosco,-6.43E+18,55676205,0
San Juan Bosco,2.51E+18,55676205,0
San Juan Bosco,9.57E+17,55676205,0
San Juan Bosco,-5.21E+18,55676205,0
San Juan Bosco,-4.40E+17,55676205,0
San Juan Bosco,3.58E+18,55676205,0
San Juan Bosco,4.59E+18,55676205,0
San Juan Bosco,-3.33E+18,55676205,0
San Juan Bosco,2.10E+18,55676205,0
Ciudadela Floralia,-1.06E+18,55635325,0
Ciudadela Floralia,-3.40E+18,55635325,0
Ciudadela Floralia,1.81E+18,55635325,0
Ciudadela Floralia,7.76E+18,55635325,0
Ciudadela Floralia,7.09E+18,55635325,0
Ciudadela Floralia,-6.00E+18,55635325,0
Ciudadela Floralia,5.42E+18,55635325,0
Ciudadela Floralia,-5.75E+18,55635325,0
Ciudadela Floralia,-2.24E+18,55635325,0
Ciudadela Floralia,-6.43E+18,55635325,0
Ciudadela Floralia,8.88E+18,55635325,0
Ciudadela Floralia,-8.00E+17,55635325,0
Ciudadela Floralia,-2.42E+17,55635325,0
Ciudadela Floralia,2.52E+18,55635325,0
Ciudadela Floralia,-3.89E+18,55635325,0
Ciudadela Floralia,3.38E+18,55635325,0
Ciudadela Floralia,2.64E+18,55635325,0
Ciudadela Floralia,8.37E+18,55635325,0
Ciudadela Floralia,-9.10E+18,55635325,0
Ciudadela Floralia,-1.14E+17,55635325,0
Ciudadela Floralia,4.30E+17,55635325,0
Ciudadela Floralia,-6.35E+18,55635325,0
El Diamante,-6.77E+18,55627575,0
El Diamante,-1.69E+18,55627575,0
El Diamante,7.78E+18,55627575,0
El Diamante,-2.13E+18,55627575,0
El Diamante,5.60E+18,55627575,0
El Diamante,1.22E+18,55627575,0
El Diamante,-5.95E+18,55627575,0
Urbanización Tequendama,-3.91E+18,55615490,0
El Sena,-4.44E+18,55612440,0
Los Alcázares,1.56E+17,55601640,0
Quintas de Don Simón,-4.79E+18,55586250,0
Granada,5.79E+18,55578855,0
Sucre,7.63E+18,55558940,0
Sucre,2.04E+17,55558940,0
Sucre,7.87E+18,55558940,0
Sucre,-5.32E+18,55558940,0
Quintas de Don Simón,3.90E+18,55534340,0
Guillermo León Valencia,-3.72E+18,55528900,0
Guillermo León Valencia,8.24E+18,55528900,0
San Judas Tadeo I,-5.34E+18,55520320,0
Manzanares,-9.06E+18,55508570,0
Manzanares,-4.63E+18,55508570,0
Manzanares,-7.10E+18,55508570,0
Manzanares,-1.16E+18,55508570,0
Manzanares,-3.59E+17,55508570,0
Manzanares,2.73E+18,55508570,0
Manzanares,-8.88E+17,55508570,0
Manzanares,2.21E+18,55508570,0
Santa Fe,-1.51E+18,55467120,0
Santa Fe,-2.82E+18,55467120,0
Santa Fe,6.74E+18,55467120,0
Santa Fe,-7.88E+18,55467120,0
Santa Fe,7.74E+18,55467120,0
Santa Fe,-7.76E+18,55467120,0
Santa Fe,2.16E+18,55467120,0
Santa Fe,7.38E+18,55467120,0
Santa Fe,3.58E+18,55467120,0
Santa Fe,-4.93E+18,55467120,0
Santa Fe,-5.95E+18,55467120,0
Santa Fe,1.26E+18,55467120,0
Santa Fe,5.42E+18,55467120,0
Santa Fe,7.58E+16,55467120,0
Santa Fe,7.10E+17,55467120,0
Santa Fe,7.18E+18,55467120,0
Santa Fe,-2.97E+18,55467120,0
Santa Fe,1.17E+18,55467120,0
Santa Fe,-3.56E+18,55467120,0
Santa Fe,6.33E+18,55467120,0
Santa Fe,-8.02E+18,55467120,0
Santa Fe,8.37E+17,55467120,0
Santa Fe,9.02E+17,55467120,0
Santa Fe,3.95E+18,55467120,0
Urbanización Militar,9.08E+18,55465585,0
Alameda,3.51E+17,55401035,0
San Pascual,4.08E+18,55399260,0
Panamericano,3.33E+18,55379135,0
Quintas de Don Simón,2.18E+18,55374120,0
Flora Industrial,4.84E+18,55368040,0
Flora Industrial,4.35E+17,55368040,0
Flora Industrial,3.53E+18,55368040,0
Flora Industrial,-4.85E+18,55368040,0
Flora Industrial,-6.72E+18,55368040,0
Flora Industrial,-5.66E+17,55368040,0
Flora Industrial,3.88E+18,55368040,0
Flora Industrial,-1.92E+18,55368040,0
Flora Industrial,-4.26E+18,55368040,0
Urbanización Militar,-5.67E+18,55365105,0
Quintas de Don Simón,2.63E+18,55349525,0
Quintas de Don Simón,4.15E+18,55347175,0
Urbanización Militar,-5.10E+18,55337595,0
Urbanización Militar,-1.53E+18,55337595,0
San Fernando Nuevo,8.41E+18,55336950,0
Quintas de Don Simón,-7.67E+18,55336505,0
Atanasio Girardota,4.57E+18,55328930,0
Atanasio Girardota,7.58E+16,55328930,0
Atanasio Girardota,-7.02E+18,55328930,0
Atanasio Girardota,-6.27E+18,55328930,0
Atanasio Girardota,-9.13E+18,55328930,0
Atanasio Girardota,1.86E+18,55328930,0
Atanasio Girardota,6.86E+18,55328930,0
Atanasio Girardota,1.41E+18,55328930,0
Atanasio Girardota,-7.51E+18,55328930,0
Atanasio Girardota,3.87E+18,55328930,0
El Troncal,2.86E+18,55326575,0
Quintas de Don Simón,7.73E+18,55315165,0
Quintas de Don Simón,-7.76E+18,55304495,0
Quintas de Don Simón,-7.64E+18,55304495,0
Quintas de Don Simón,-6.79E+18,55304495,0
Quintas de Don Simón,-6.94E+18,55304495,0
Quintas de Don Simón,6.20E+18,55304495,0
Quintas de Don Simón,7.69E+18,55293825,0
